img_path,easyocr_ocr,tesseract_ocr,doctr_ocr
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2449857\7\rossmann_2449857_7_1946.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2449857\7\rossmann_2449857_7_1948.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2449857\7\rossmann_2449857_7_1950.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2527346\2\rossmann_2527346_2_13950.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2527346\13\rossmann_2527346_13_13860.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2527346\13\rossmann_2527346_13_13863.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2527346\13\rossmann_2527346_13_13866.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2527346\13\rossmann_2527346_13_13869.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2527346\13\rossmann_2527346_13_13870.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2527346\13\rossmann_2527346_13_13877.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2527346\13\rossmann_2527346_13_13881.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\4\tegut_2450247_4_2389.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\4\tegut_2450247_4_2390.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\4\tegut_2450247_4_2392.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\4\tegut_2450247_4_2393.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\4\tegut_2450247_4_2394.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\6\tegut_2450247_6_2403.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\6\tegut_2450247_6_2404.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\6\tegut_2450247_6_2405.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\6\tegut_2450247_6_2407.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\10\tegut_2450247_10_2262.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\11\tegut_2450247_11_2269.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\11\tegut_2450247_11_2272.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\15\tegut_2450247_15_2297.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\15\tegut_2450247_15_2298.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\15\tegut_2450247_15_2299.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\17\tegut_2450247_17_2316.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\17\tegut_2450247_17_2320.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\tegut\2450247\21\tegut_2450247_21_2358.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
